,size,floor,district,metro,rooms,renovation,price,size_fuzz,floor_fuzz,metro_fuzz,rooms_fuzz,price_fuzz
1335,21,22,Оболонський,4357,3,new,67596,Small,High,Far,Normal,Expensive
1336,50,11,Деснянський,1372,3,new,34073,Normal,Normal,Normal,Normal,Normal
1337,46,12,Шевченківський,4161,1,new,45838,Normal,Normal,Far,Few,Normal
1338,59,2,Шевченківський,326,1,new,14678,Normal,Low,Near,Few,Cheap
1339,56,10,Подільський,1246,2,new,58866,Normal,Normal,Normal,Normal,Expensive
1340,71,20,Подільський,1993,3,fashion,75158,Large,High,Normal,Normal,Expensive
1341,90,14,Соломянський,3706,1,new,57860,Large,High,Far,Few,Expensive
1342,68,20,Голосіївський,4779,3,classic,46131,Large,High,Far,Normal,Normal
1343,49,8,Святошинський,2348,3,classic,17140,Normal,Normal,Normal,Normal,Cheap
1344,57,2,Шевченківський,2663,1,old,88064,Normal,Low,Far,Few,Expensive
1345,44,22,Соломянський,2738,1,fashion,47496,Normal,High,Far,Few,Normal
1346,24,23,Дніпровський,1018,3,old,88794,Small,High,Normal,Normal,Expensive
1347,99,3,Святошинський,1554,1,fashion,49268,Large,Low,Normal,Few,Normal
1348,85,21,Шевченківський,3663,2,classic,59923,Large,High,Far,Normal,Expensive
1349,21,24,Оболонський,1815,2,fashion,63186,Small,High,Normal,Normal,Expensive
1350,84,14,Голосіївський,1761,3,fashion,63334,Large,High,Normal,Normal,Expensive
1351,99,10,Оболонський,2578,3,fashion,51607,Large,Normal,Far,Normal,Expensive
1352,67,10,Дарницький,2368,3,old,50909,Large,Normal,Normal,Normal,Expensive
1353,99,10,Дарницький,3473,2,fashion,71228,Large,Normal,Far,Normal,Expensive
1354,21,13,Шевченківський,341,2,classic,25186,Small,High,Near,Normal,Cheap
1355,54,16,Подільський,3555,2,fashion,57863,Normal,High,Far,Normal,Expensive
1356,69,14,Соломянський,3664,1,classic,72273,Large,High,Far,Few,Expensive
1357,44,1,Подільський,2954,2,old,58548,Normal,Low,Far,Normal,Expensive
1358,24,7,Печерський,1262,3,classic,71856,Small,Normal,Normal,Normal,Expensive
1359,77,13,Голосіївський,2199,2,new,23155,Large,High,Normal,Normal,Cheap
1360,72,20,Печерський,3245,1,classic,41950,Large,High,Far,Few,Normal
1361,30,24,Шевченківський,4210,1,new,16175,Small,High,Far,Few,Cheap
1362,28,7,Оболонський,1203,1,old,89302,Small,Normal,Normal,Few,Expensive
1363,35,12,Деснянський,4786,2,old,29692,Small,Normal,Far,Normal,Cheap
1364,58,17,Подільський,305,1,fashion,89936,Normal,High,Near,Few,Expensive
1365,99,19,Соломянський,601,2,old,27454,Large,High,Normal,Normal,Cheap
1366,46,20,Подільський,1496,3,new,34173,Normal,High,Normal,Normal,Normal
1367,98,16,Деснянський,1227,3,fashion,72002,Large,High,Normal,Normal,Expensive
1368,44,23,Дніпровський,2744,1,classic,27268,Normal,High,Far,Few,Cheap
1369,23,14,Дніпровський,331,3,classic,87763,Small,High,Near,Normal,Expensive
1370,81,13,Дніпровський,4083,3,classic,11640,Large,High,Far,Normal,Cheap
1371,34,7,Дніпровський,2047,3,fashion,66331,Small,Normal,Normal,Normal,Expensive
1372,30,2,Святошинський,3028,2,classic,17198,Small,Low,Far,Normal,Cheap
1373,35,6,Деснянський,2611,3,old,36113,Small,Normal,Far,Normal,Normal
1374,50,15,Деснянський,260,3,new,80728,Normal,High,Near,Normal,Expensive
1375,93,4,Деснянський,1106,2,old,25926,Large,Low,Normal,Normal,Cheap
1376,94,8,Шевченківський,2988,2,fashion,50699,Large,Normal,Far,Normal,Expensive
1377,24,17,Голосіївський,4916,3,old,75147,Small,High,Far,Normal,Expensive
1378,74,18,Дарницький,816,3,fashion,61473,Large,High,Normal,Normal,Expensive
1379,43,12,Шевченківський,1526,1,classic,55490,Normal,Normal,Normal,Few,Expensive
1380,52,2,Оболонський,2555,1,old,68276,Normal,Low,Far,Few,Expensive
1381,20,9,Голосіївський,2184,1,old,30492,Small,Normal,Normal,Few,Normal
1382,59,2,Подільський,1973,3,new,61951,Normal,Low,Normal,Normal,Expensive
1383,74,11,Шевченківський,115,1,old,50797,Large,Normal,Near,Few,Expensive
1384,72,18,Подільський,1040,2,classic,50761,Large,High,Normal,Normal,Expensive
1385,68,12,Подільський,3554,2,classic,65780,Large,Normal,Far,Normal,Expensive
1386,41,23,Голосіївський,1192,1,fashion,47526,Normal,High,Normal,Few,Normal
1387,84,18,Оболонський,3445,1,fashion,48573,Large,High,Far,Few,Normal
1388,90,5,Подільський,635,1,classic,34380,Large,Normal,Normal,Few,Normal
1389,80,15,Соломянський,563,2,old,48001,Large,High,Normal,Normal,Normal
1390,34,9,Дніпровський,2427,3,fashion,17383,Small,Normal,Normal,Normal,Cheap
1391,47,8,Деснянський,656,1,new,77231,Normal,Normal,Normal,Few,Expensive
1392,79,2,Дарницький,1933,1,old,85527,Large,Low,Normal,Few,Expensive
1393,61,12,Оболонський,4824,3,classic,32166,Normal,Normal,Far,Normal,Normal
1394,60,13,Святошинський,3678,3,old,52158,Normal,High,Far,Normal,Expensive
1395,62,3,Голосіївський,1070,1,new,66727,Normal,Low,Normal,Few,Expensive
1396,43,7,Дніпровський,1259,3,new,63660,Normal,Normal,Normal,Normal,Expensive
1397,31,5,Печерський,3912,1,old,18070,Small,Normal,Far,Few,Cheap
1398,98,12,Дарницький,4871,1,old,44285,Large,Normal,Far,Few,Normal
1399,72,2,Святошинський,2957,3,new,33236,Large,Low,Far,Normal,Normal
1400,75,6,Голосіївський,538,2,classic,65729,Large,Normal,Normal,Normal,Expensive
1401,64,13,Дніпровський,1045,3,old,80752,Normal,High,Normal,Normal,Expensive
1402,26,3,Дарницький,829,2,classic,84671,Small,Low,Normal,Normal,Expensive
1403,66,19,Подільський,1689,1,new,72020,Large,High,Normal,Few,Expensive
1404,21,13,Дарницький,3235,2,old,27988,Small,High,Far,Normal,Cheap
1405,95,23,Деснянський,3018,3,fashion,39944,Large,High,Far,Normal,Normal
1406,74,8,Деснянський,4661,2,fashion,51501,Large,Normal,Far,Normal,Expensive
1407,94,1,Святошинський,555,2,fashion,36753,Large,Low,Normal,Normal,Normal
1408,47,8,Голосіївський,2499,2,old,24118,Normal,Normal,Normal,Normal,Cheap
1409,41,6,Голосіївський,3434,1,new,61874,Normal,Normal,Far,Few,Expensive
1410,31,17,Шевченківський,4919,2,classic,42197,Small,High,Far,Normal,Normal
1411,47,3,Дніпровський,2381,2,classic,79900,Normal,Low,Normal,Normal,Expensive
1412,54,6,Голосіївський,1651,1,fashion,97807,Normal,Normal,Normal,Few,Expensive
1413,94,7,Соломянський,3427,1,classic,79901,Large,Normal,Far,Few,Expensive
1414,63,22,Подільський,925,1,classic,91458,Normal,High,Normal,Few,Expensive
1415,65,14,Святошинський,3402,1,classic,87235,Normal,High,Far,Few,Expensive
1416,61,12,Дарницький,1654,2,new,88015,Normal,Normal,Normal,Normal,Expensive
1417,41,11,Соломянський,870,2,new,86125,Normal,Normal,Normal,Normal,Expensive
1418,57,1,Святошинський,256,3,old,57990,Normal,Low,Near,Normal,Expensive
1419,57,22,Печерський,745,2,new,55125,Normal,High,Normal,Normal,Expensive
1420,25,20,Голосіївський,201,3,fashion,98558,Small,High,Near,Normal,Expensive
1421,27,15,Дарницький,4277,3,old,84873,Small,High,Far,Normal,Expensive
1422,30,8,Дарницький,2180,3,old,89665,Small,Normal,Normal,Normal,Expensive
1423,31,7,Дарницький,531,3,old,28208,Small,Normal,Normal,Normal,Cheap
1424,95,20,Соломянський,4205,1,fashion,35412,Large,High,Far,Few,Normal
1425,94,19,Дніпровський,450,3,classic,52927,Large,High,Near,Normal,Expensive
1426,99,21,Дніпровський,1861,3,fashion,75051,Large,High,Normal,Normal,Expensive
1427,90,7,Оболонський,4236,3,fashion,71388,Large,Normal,Far,Normal,Expensive
1428,72,1,Подільський,3965,3,old,88397,Large,Low,Far,Normal,Expensive
1429,79,23,Оболонський,3155,2,new,11402,Large,High,Far,Normal,Cheap
1430,25,13,Шевченківський,4671,3,classic,54448,Small,High,Far,Normal,Expensive
1431,67,18,Соломянський,236,1,classic,87423,Large,High,Near,Few,Expensive
1432,94,1,Дніпровський,1602,1,new,39951,Large,Low,Normal,Few,Normal
1433,68,3,Дніпровський,835,1,new,91178,Large,Low,Normal,Few,Expensive
1434,72,21,Подільський,3534,3,fashion,52808,Large,High,Far,Normal,Expensive
1435,93,20,Соломянський,3171,1,fashion,80681,Large,High,Far,Few,Expensive
1436,41,4,Голосіївський,4728,1,new,78693,Normal,Low,Far,Few,Expensive
1437,80,11,Дніпровський,4015,2,old,57743,Large,Normal,Far,Normal,Expensive
1438,96,10,Деснянський,4050,2,classic,49039,Large,Normal,Far,Normal,Normal
1439,35,7,Святошинський,3703,1,fashion,33623,Small,Normal,Far,Few,Normal
1440,24,15,Деснянський,2197,3,classic,31189,Small,High,Normal,Normal,Normal
1441,95,12,Святошинський,2564,1,old,15944,Large,Normal,Far,Few,Cheap
1442,43,19,Соломянський,2908,1,classic,93321,Normal,High,Far,Few,Expensive
1443,52,6,Голосіївський,3632,2,new,54784,Normal,Normal,Far,Normal,Expensive
1444,25,20,Деснянський,577,1,fashion,36167,Small,High,Normal,Few,Normal
1445,50,12,Дарницький,2348,3,new,15423,Normal,Normal,Normal,Normal,Cheap
1446,23,3,Голосіївський,139,1,fashion,53217,Small,Low,Near,Few,Expensive
1447,89,12,Дарницький,2741,3,classic,23049,Large,Normal,Far,Normal,Cheap
1448,68,9,Голосіївський,3261,3,old,43441,Large,Normal,Far,Normal,Normal
1449,27,16,Святошинський,3082,1,classic,25625,Small,High,Far,Few,Cheap
1450,97,22,Дарницький,485,1,old,95778,Large,High,Near,Few,Expensive
1451,60,24,Шевченківський,4358,2,old,97034,Normal,High,Far,Normal,Expensive
1452,29,13,Деснянський,4599,1,fashion,54667,Small,High,Far,Few,Expensive
1453,96,7,Святошинський,1088,3,fashion,49331,Large,Normal,Normal,Normal,Normal
1454,95,9,Дарницький,4441,2,new,79271,Large,Normal,Far,Normal,Expensive
1455,82,22,Голосіївський,1723,1,old,97624,Large,High,Normal,Few,Expensive
1456,23,17,Оболонський,908,2,old,74911,Small,High,Normal,Normal,Expensive
1457,86,18,Голосіївський,2928,1,fashion,37938,Large,High,Far,Few,Normal
1458,22,5,Голосіївський,2664,1,fashion,46714,Small,Normal,Far,Few,Normal
1459,94,24,Шевченківський,3672,3,old,28414,Large,High,Far,Normal,Cheap
1460,58,3,Деснянський,4154,1,classic,42450,Normal,Low,Far,Few,Normal
1461,34,9,Подільський,967,1,fashion,82522,Small,Normal,Normal,Few,Expensive
1462,50,3,Деснянський,4271,1,fashion,48827,Normal,Low,Far,Few,Normal
1463,31,10,Шевченківський,1824,3,new,72778,Small,Normal,Normal,Normal,Expensive
1464,47,17,Дарницький,141,1,old,43915,Normal,High,Near,Few,Normal
1465,61,8,Подільський,1249,1,old,11827,Normal,Normal,Normal,Few,Cheap
1466,92,8,Печерський,2548,1,classic,95936,Large,Normal,Far,Few,Expensive
1467,65,3,Святошинський,3927,1,new,40031,Normal,Low,Far,Few,Normal
1468,30,13,Шевченківський,1939,2,classic,74089,Small,High,Normal,Normal,Expensive
1469,80,21,Подільський,3344,3,new,19090,Large,High,Far,Normal,Cheap
1470,86,13,Деснянський,3630,1,old,30360,Large,High,Far,Few,Normal
1471,93,23,Святошинський,1496,2,old,53835,Large,High,Normal,Normal,Expensive
1472,32,12,Оболонський,3945,3,fashion,58743,Small,Normal,Far,Normal,Expensive
1473,63,21,Подільський,122,3,old,25610,Normal,High,Near,Normal,Cheap
1474,90,18,Дарницький,152,2,fashion,68476,Large,High,Near,Normal,Expensive
1475,69,19,Святошинський,816,3,new,86796,Large,High,Normal,Normal,Expensive
1476,53,24,Подільський,705,3,classic,39962,Normal,High,Normal,Normal,Normal
1477,99,9,Печерський,4718,2,fashion,72054,Large,Normal,Far,Normal,Expensive
1478,26,9,Соломянський,2331,1,fashion,19992,Small,Normal,Normal,Few,Cheap
1479,43,23,Деснянський,3043,1,old,63554,Normal,High,Far,Few,Expensive
1480,58,23,Святошинський,2773,2,new,70867,Normal,High,Far,Normal,Expensive
1481,61,8,Печерський,3519,2,new,17958,Normal,Normal,Far,Normal,Cheap
1482,48,13,Шевченківський,3217,2,classic,10141,Normal,High,Far,Normal,Cheap
1483,26,7,Голосіївський,1786,2,old,23651,Small,Normal,Normal,Normal,Cheap
1484,72,5,Оболонський,4761,1,old,51623,Large,Normal,Far,Few,Expensive
1485,60,2,Святошинський,2570,3,new,71809,Normal,Low,Far,Normal,Expensive
1486,72,22,Святошинський,3887,2,classic,21907,Large,High,Far,Normal,Cheap
1487,51,24,Дарницький,2793,2,old,64989,Normal,High,Far,Normal,Expensive
1488,69,14,Печерський,3367,1,new,71424,Large,High,Far,Few,Expensive
1489,94,12,Оболонський,1032,3,classic,18167,Large,Normal,Normal,Normal,Cheap
1490,79,14,Печерський,4388,3,classic,15704,Large,High,Far,Normal,Cheap
1491,31,22,Оболонський,3827,2,fashion,79203,Small,High,Far,Normal,Expensive
1492,46,15,Дарницький,3817,1,old,43776,Normal,High,Far,Few,Normal
1493,77,7,Святошинський,2125,3,classic,33377,Large,Normal,Normal,Normal,Normal
1494,67,19,Святошинський,4620,2,classic,28677,Large,High,Far,Normal,Cheap
1495,72,6,Печерський,1960,1,classic,35813,Large,Normal,Normal,Few,Normal
1496,22,22,Соломянський,2289,1,new,53131,Small,High,Normal,Few,Expensive
1497,40,13,Оболонський,2127,2,fashion,68730,Normal,High,Normal,Normal,Expensive
1498,35,8,Шевченківський,2325,2,old,37768,Small,Normal,Normal,Normal,Normal
1499,85,20,Деснянський,3241,3,classic,88699,Large,High,Far,Normal,Expensive
1500,87,4,Голосіївський,1911,1,new,94592,Large,Low,Normal,Few,Expensive
1501,45,12,Подільський,1542,2,old,95827,Normal,Normal,Normal,Normal,Expensive
1502,41,20,Дніпровський,4861,1,old,43819,Normal,High,Far,Few,Normal
1503,39,10,Дарницький,4708,3,fashion,21783,Normal,Normal,Far,Normal,Cheap
1504,22,21,Шевченківський,1516,2,new,95329,Small,High,Normal,Normal,Expensive
1505,60,4,Дніпровський,4925,1,classic,67060,Normal,Low,Far,Few,Expensive
1506,57,19,Деснянський,4576,2,old,10420,Normal,High,Far,Normal,Cheap
1507,72,18,Дніпровський,931,3,old,72280,Large,High,Normal,Normal,Expensive
1508,48,22,Подільський,575,2,fashion,30670,Normal,High,Normal,Normal,Normal
1509,83,17,Святошинський,1085,3,old,73333,Large,High,Normal,Normal,Expensive
1510,29,5,Подільський,1595,1,classic,46022,Small,Normal,Normal,Few,Normal
1511,58,15,Святошинський,3342,2,old,69788,Normal,High,Far,Normal,Expensive
1512,94,9,Подільський,2086,2,classic,71833,Large,Normal,Normal,Normal,Expensive
1513,85,22,Дніпровський,594,3,fashion,17788,Large,High,Normal,Normal,Cheap
1514,37,3,Шевченківський,4757,1,new,39778,Normal,Low,Far,Few,Normal
1515,43,23,Голосіївський,2138,3,fashion,83715,Normal,High,Normal,Normal,Expensive
1516,31,8,Дарницький,3580,3,old,15273,Small,Normal,Far,Normal,Cheap
1517,35,19,Дарницький,872,2,new,91514,Small,High,Normal,Normal,Expensive
1518,40,24,Дніпровський,2964,2,old,14152,Normal,High,Far,Normal,Cheap
1519,60,7,Соломянський,1776,1,classic,57087,Normal,Normal,Normal,Few,Expensive
1520,26,3,Дніпровський,4758,3,new,97568,Small,Low,Far,Normal,Expensive
1521,21,7,Шевченківський,2500,1,old,68041,Small,Normal,Normal,Few,Expensive
1522,23,8,Деснянський,670,1,classic,25867,Small,Normal,Normal,Few,Cheap
1523,45,24,Деснянський,4272,2,new,91820,Normal,High,Far,Normal,Expensive
1524,54,4,Дарницький,2617,1,fashion,15505,Normal,Low,Far,Few,Cheap
1525,63,22,Шевченківський,273,2,classic,90109,Normal,High,Near,Normal,Expensive
1526,53,21,Дарницький,459,2,old,31852,Normal,High,Near,Normal,Normal
